Section,Distance (km),Sub Distance (km),skid,Latitude,Longitude
0102100F02,83.867,14.355,0.219999999,13.7017541,100.5905216
0102100F02,83.872,14.36,0.219999999,13.7017122,100.5905399
0102100F02,83.877,14.365,0.236666664,13.7016704,100.5905582
0102100F02,83.882,14.37,0.230000004,13.7016287,100.5905764
0102100F02,83.887,14.375,0.215000004,13.7015876,100.5905945
0102100F02,83.892,14.38,0.203333333,13.7015465,100.5906126
0102100F02,83.897,14.385,0.215000004,13.7015052,100.5906309
0102100F02,83.902,14.39,0.219999999,13.7014636,100.5906499
0102100F02,83.907,14.395,0.213333324,13.7014221,100.5906688
0102100F02,83.912,14.4,0.230000004,13.7013802,100.5906876
0102100F02,83.917,14.405,0.230000004,13.7013384,100.5907058
0102100F02,83.922,14.41,0.230000004,13.701297,100.5907239
0102100F02,83.927,14.415,0.219999984,13.7012556,100.5907419
0102100F02,83.932,14.42,0.209999993,13.7012139,100.5907597
0102100F02,83.937,14.425,0.209999993,13.7011721,100.5907775
0102100F02,83.942,14.43,0.206666663,13.7011301,100.5907954
0102100F02,83.947,14.435,0.180000007,13.7010882,100.5908131
0102100F02,83.952,14.44,0.185000002,13.7010465,100.5908307
0102100F02,83.957,14.445,0.200000003,13.7010054,100.5908481
0102100F02,83.962,14.45,0.200000003,13.7009647,100.5908647
0102100F02,83.967,14.455,0.224999994,13.7009242,100.5908812
0102100F02,83.972,14.46,0.206666663,13.7008844,100.5908974
0102100F02,83.977,14.465,0.213333324,13.7008411,100.5909121
0102100F02,83.982,14.47,0.229999989,13.7007974,100.5909265
0102100F02,83.987,14.475,0.223333344,13.7007542,100.5909407
0102100F02,83.992,14.48,0.160000011,13.700712,100.5909592
0102100F02,83.997,14.485,0.159999996,13.7006712,100.5909808
0102100F02,84.002,14.49,0.170000002,13.7006304,100.5910024
0102100F02,84.007,14.495,0.196666658,13.7005897,100.5910239
0102100F02,84.012,14.5,0.200000003,13.7005491,100.5910454
0102100F02,84.017,14.505,0.239999995,13.7005081,100.5910671
0102100F02,84.022,14.51,0.24666667,13.7004671,100.5910889
0102100F02,84.027,14.515,0.239999995,13.700426,100.5911106
0102100F02,84.032,14.52,0.234999999,13.7003847,100.5911325
0102100F02,84.037,14.525,0.236666664,13.7003433,100.5911544
0102100F02,84.042,14.53,0.213333324,13.7003015,100.5911766
0102100F02,84.047,14.535,0.215000004,13.7002596,100.5911988
0102100F02,84.052,14.54,0.186666667,13.7002182,100.5912207
0102100F02,84.057,14.545,0.200000003,13.7001765,100.5912428
0102100F02,84.062,14.55,0.215000004,13.700135,100.5912648
0102100F02,84.067,14.555,0.204999998,13.7000937,100.5912866
0102100F02,84.072,14.56,0.236666664,13.7000525,100.5913085
0102100F02,84.077,14.565,0.224999994,13.7000113,100.5913303
0102100F02,84.082,14.57,0.210000008,13.6999701,100.5913521
0102100F02,84.087,14.575,0.183333337,13.6999288,100.591374
0102100F02,84.092,14.58,0.189999998,13.6998875,100.5913959
0102100F02,84.097,14.585,0.224999994,13.6998458,100.591418
0102100F02,84.102,14.59,0.236666664,13.6998037,100.5914402
0102100F02,84.107,14.595,0.236666664,13.6997615,100.5914626
0102100F02,84.112,14.6,0.245000005,13.6997191,100.5914851
0102100F02,84.117,14.605,0.236666664,13.6996768,100.5915074
0102100F02,84.122,14.61,0.24333334,13.6996345,100.5915298
0102100F02,84.127,14.615,0.245000005,13.6995923,100.5915522
0102100F02,84.132,14.62,0.209999993,13.6995506,100.5915743
0102100F02,84.137,14.625,0.219999984,13.6995089,100.5915964
0102100F02,84.142,14.63,0.200000003,13.6994675,100.5916183
0102100F02,84.147,14.635,0.200000003,13.6994265,100.59164
0102100F02,84.152,14.64,0.176666662,13.6993855,100.5916617
0102100F02,84.157,14.645,0.185000002,13.6993447,100.5916833
0102100F02,84.162,14.65,0.175000012,13.6993039,100.591705
0102100F02,84.167,14.655,0.200000003,13.6992633,100.5917264
0102100F02,84.172,14.66,0.216666654,13.6992232,100.5917477
0102100F02,84.177,14.665,0.224999994,13.6991833,100.5917688
0102100F02,84.182,14.67,0.230000004,13.6991436,100.5917898
0102100F02,84.187,14.675,0.219999984,13.6991043,100.5918106
0102100F02,84.192,14.68,0.224999994,13.699065,100.5918315
0102100F02,84.197,14.685,0.209999993,13.6990262,100.591852
0102100F02,84.202,14.69,0.219999984,13.6989875,100.5918725
0102100F02,84.207,14.695,0.219999999,13.6989488,100.591893
0102100F02,84.212,14.7,0.230000004,13.6989104,100.5919133
0102100F02,84.217,14.705,0.25,13.6988721,100.5919337
0102100F02,84.222,14.71,0.254999995,13.6988337,100.591954
0102100F02,84.227,14.715,0.239999995,13.6987958,100.5919741
0102100F02,84.232,14.72,0.216666654,13.6987576,100.5919943
0102100F02,84.237,14.725,0.236666664,13.6987201,100.5920142
0102100F02,84.242,14.73,0.224999994,13.6986826,100.592034
0102100F02,84.247,14.735,0.236666664,13.6986453,100.5920538
0102100F02,84.252,14.74,0.25,13.6986087,100.5920731
0102100F02,84.257,14.745,0.234999999,13.6985722,100.5920925
0102100F02,84.262,14.75,0.224999994,13.6985363,100.5921127
0102100F02,84.267,14.755,0.236666664,13.6985025,100.5921395
0102100F02,84.272,14.76,0.209999993,13.6984688,100.5921662
0102100F02,84.277,14.765,0.219999999,13.6984355,100.5921926
0102100F02,84.282,14.77,0.186666667,13.6984016,100.5922193
0102100F02,84.287,14.775,0.189999998,13.6983658,100.5922472
0102100F02,84.292,14.78,0.189999998,13.6983304,100.5922747
0102100F02,84.297,14.785,0.173333347,13.6982945,100.5923025
0102100F02,84.302,14.79,0.173333347,13.6982593,100.5923306
0102100F02,84.307,14.795,0.159999996,13.6982244,100.5923596
0102100F02,84.312,14.8,0.170000002,13.6981894,100.5923887
0102100F02,84.317,14.805,0.166666672,13.6981547,100.5924176
0102100F02,84.322,14.81,0.170000002,13.6981223,100.5924507
0102100F02,84.327,14.815,0.170000002,13.6980931,100.5924891
0102100F02,84.332,14.82,0.156666666,13.698064,100.5925274
0102100F02,84.337,14.825,0.170000002,13.6980344,100.5925664
0102100F02,84.342,14.83,0.269999981,13.6980013,100.5925988
0102100F02,84.347,14.835,0.180000007,13.6979651,100.5926261
0102100F02,84.352,14.84,0.150000006,13.6979286,100.5926536
0102100F02,84.357,14.845,0.159999996,13.6978921,100.5926811
0102100F02,84.362,14.85,0.186666667,13.6978552,100.5927089
0102100F02,84.367,14.855,0.186666667,13.6978185,100.5927366
0102100F02,84.372,14.86,0.185000002,13.6977815,100.5927645
0102100F02,84.377,14.865,0.200000003,13.6977443,100.5927925
0102100F02,84.382,14.87,0.156666666,13.6977069,100.5928207
0102100F02,84.387,14.875,0.185000002,13.6976691,100.5928492
0102100F02,84.392,14.88,0.204999998,13.6976313,100.5928777
0102100F02,84.397,14.885,0.200000003,13.6975952,100.5929073
0102100F02,84.402,14.89,0.224999994,13.6975643,100.5929402
0102100F02,84.407,14.895,0.215000004,13.6975332,100.5929731
0102100F02,84.412,14.9,0.203333333,13.6975021,100.5930062
0102100F02,84.417,14.905,0.189999998,13.6974743,100.5930405
0102100F02,84.422,14.91,0.189999998,13.6974481,100.5930758
0102100F02,84.427,14.915,0.209999993,13.697422,100.593111
0102100F02,84.432,14.92,0.213333324,13.6973951,100.5931464
0102100F02,84.437,14.925,0.189999998,13.6973649,100.5931807
0102100F02,84.442,14.93,0.176666677,13.6973345,100.5932151
0102100F02,84.447,14.935,0.156666666,13.6973038,100.5932501
0102100F02,84.452,14.94,0.164999992,13.6972725,100.5932823
0102100F02,84.457,14.945,0.164999992,13.6972406,100.5933138
0102100F02,84.462,14.95,0.149999991,13.6972085,100.5933457
0102100F02,84.467,14.955,0.175000012,13.6971775,100.5933783
0102100F02,84.472,14.96,0.175000012,13.6971478,100.5934127
0102100F02,84.477,14.965,0.170000002,13.697118,100.5934471
0102100F02,84.482,14.97,0.164999992,13.6970876,100.5934818
0102100F02,84.487,14.975,0.159999996,13.6970556,100.5935163
0102100F02,84.492,14.98,0.176666677,13.6970241,100.5935503
0102100F02,84.497,14.985,0.173333347,13.6969926,100.5935842
0102100F02,84.502,14.99,0.175000012,13.6969648,100.5936205
0102100F02,84.507,14.995,0.163333341,13.6969376,100.5936569
0102100F02,84.512,15,0.183333337,13.6969101,100.5936935
0102100F02,84.517,15.005,0.185000002,13.6968837,100.5937298
0102100F02,84.522,15.01,0.204999998,13.6968574,100.5937666
0102100F02,84.527,15.015,0.209999993,13.696831,100.5938034
0102100F02,84.532,15.02,0.209999993,13.6968053,100.5938401
0102100F02,84.537,15.025,0.185000002,13.6967806,100.5938768
0102100F02,84.542,15.03,0.193333328,13.6967559,100.5939136
0102100F02,84.547,15.035,0.209999993,13.6967312,100.5939505
0102100F02,84.552,15.04,0.219999999,13.6967062,100.5939877
0102100F02,84.557,15.045,0.183333337,13.6966812,100.5940249
0102100F02,84.562,15.05,0.213333324,13.6966558,100.5940628
0102100F02,84.567,15.055,0.200000003,13.6966303,100.5941008
0102100F02,84.572,15.06,0.203333333,13.6966046,100.5941391
0102100F02,84.577,15.065,0.196666658,13.6965787,100.5941778
0102100F02,84.582,15.07,0.209999993,13.6965525,100.5942167
0102100F02,84.587,15.075,0.189999998,13.6965263,100.5942559
0102100F02,84.592,15.08,0.189999998,13.6964998,100.5942954
0102100F02,84.597,15.085,0.185000002,13.6964739,100.5943342
0102100F02,84.602,15.09,0.229999989,13.6964479,100.5943734
0102100F02,84.607,15.095,0.213333324,13.6964219,100.5944126
0102100F02,84.612,15.1,0.215000004,13.6963933,100.5944546
0102100F02,84.617,15.105,0.224999994,13.6963642,100.5944972
0102100F02,84.622,15.11,0.209999993,13.6963354,100.5945394
0102100F02,84.627,15.115,0.203333333,13.6963071,100.5945808
0102100F02,84.632,15.12,0.194999993,13.696279,100.5946219
0102100F02,84.637,15.125,0.213333324,13.6962515,100.5946622
0102100F02,84.642,15.13,0.216666654,13.6962242,100.5947021
0102100F02,84.647,15.135,0.215000004,13.6961971,100.5947418
0102100F02,84.652,15.14,0.209999993,13.6961703,100.594781
0102100F02,84.657,15.145,0.193333328,13.6961435,100.5948202
0102100F02,84.662,15.15,0.194999993,13.6961166,100.5948595
0102100F02,84.667,15.155,0.209999993,13.69609,100.5948985
0102100F02,84.672,15.16,0.219999984,13.6960632,100.5949377
0102100F02,84.677,15.165,0.230000004,13.6960365,100.5949767
0102100F02,84.682,15.17,0.224999994,13.6960097,100.5950159
0102100F02,84.687,15.175,0.233333334,13.6959829,100.5950551
0102100F02,84.692,15.18,0.223333344,13.6959562,100.5950942
0102100F02,84.697,15.185,0.189999998,13.6959295,100.5951333
0102100F02,84.702,15.19,0.186666667,13.6959026,100.5951727
0102100F02,84.707,15.195,0.203333333,13.6958759,100.5952117
0102100F02,84.712,15.2,0.209999993,13.695849,100.595251
0102100F02,84.717,15.205,0.219999999,13.6958223,100.5952901
0102100F02,84.722,15.21,0.216666654,13.6957957,100.5953291
0102100F02,84.727,15.215,0.185000002,13.6957693,100.5953678
0102100F02,84.732,15.22,0.209999993,13.6957432,100.5954058
0102100F02,84.737,15.225,0.193333328,13.6957172,100.595444
0102100F02,84.742,15.23,0.215000004,13.6956911,100.5954821
0102100F02,84.747,15.235,0.199999988,13.6956652,100.59552
0102100F02,84.752,15.24,0.209999993,13.6956391,100.5955582
0102100F02,84.757,15.245,0.196666658,13.6956131,100.5955962
0102100F02,84.762,15.25,0.180000007,13.6955869,100.5956345
0102100F02,84.767,15.255,0.216666654,13.6955607,100.5956729
0102100F02,84.772,15.26,0.209999993,13.6955345,100.5957112
0102100F02,84.777,15.265,0.204999998,13.6955082,100.5957498
0102100F02,84.782,15.27,0.209999993,13.6954818,100.5957883
0102100F02,84.787,15.275,0.203333333,13.6954555,100.5958268
0102100F02,84.792,15.28,0.180000007,13.6954291,100.5958655
0102100F02,84.797,15.285,0.200000003,13.6954028,100.5959039
0102100F02,84.802,15.29,0.209999993,13.6953766,100.5959422
0102100F02,84.807,15.295,0.229999989,13.6953507,100.5959802
0102100F02,84.812,15.3,0.215000004,13.6953251,100.5960176
0102100F02,84.817,15.305,0.189999998,13.6952996,100.5960549
0102100F02,84.822,15.31,0.206666663,13.6952743,100.5960919
0102100F02,84.827,15.315,0.175000012,13.6952492,100.5961287
0102100F02,84.832,15.32,0.180000007,13.6952242,100.5961653
0102100F02,84.837,15.325,0.183333337,13.6951993,100.5962017
0102100F02,84.842,15.33,0.185000002,13.6951743,100.5962382
0102100F02,84.847,15.335,0.204999998,13.6951495,100.5962746
0102100F02,84.852,15.34,0.196666658,13.6951247,100.5963109
0102100F02,84.857,15.345,0.209999993,13.6950999,100.5963472
0102100F02,84.862,15.35,0.200000003,13.6950751,100.5963835
0102100F02,84.867,15.355,0.200000003,13.6950504,100.5964196
0102100F02,84.872,15.36,0.204999998,13.6950257,100.5964557
0102100F02,84.877,15.365,0.219999999,13.695001,100.5964918
0102100F02,84.882,15.37,0.219999984,13.6949762,100.5965281
0102100F02,84.887,15.375,0.226666674,13.6949515,100.5965643
0102100F02,84.892,15.38,0.229999989,13.6949268,100.5966004
0102100F02,84.897,15.385,0.193333328,13.694902,100.5966367
0102100F02,84.902,15.39,0.203333333,13.6948772,100.596673
0102100F02,84.907,15.395,0.215000004,13.6948524,100.5967093
0102100F02,84.912,15.4,0.204999998,13.6948275,100.5967457
0102100F02,84.917,15.405,0.206666663,13.6948027,100.5967821
0102100F02,84.922,15.41,0.215000004,13.6947777,100.5968186
0102100F02,84.927,15.415,0.185000002,13.6947527,100.5968552
0102100F02,84.932,15.42,0.183333337,13.6947278,100.5968916
0102100F02,84.937,15.425,0.189999998,13.6947028,100.5969282
0102100F02,84.942,15.43,0.194999993,13.6946778,100.5969648
0102100F02,84.947,15.435,0.186666667,13.6946529,100.5970012
0102100F02,84.952,15.44,0.200000003,13.6946279,100.5970378
0102100F02,84.957,15.445,0.209999993,13.6946029,100.5970743
0102100F02,84.962,15.45,0.189999998,13.6945779,100.5971109
0102100F02,84.967,15.455,0.209999993,13.6945528,100.5971477
0102100F02,84.972,15.46,0.204999998,13.6945279,100.5971841
0102100F02,84.977,15.465,0.209999993,13.6945028,100.5972209
0102100F02,84.982,15.47,0.203333333,13.6944769,100.5972588
0102100F02,84.987,15.475,0.219999999,13.6944503,100.5972976
0102100F02,84.992,15.48,0.219999999,13.6944235,100.5973369
0102100F02,84.997,15.485,0.209999993,13.6943971,100.5973755
0102100F02,85.002,15.49,0.209999993,13.6943708,100.5974141
0102100F02,85.007,15.495,0.224999994,13.6943446,100.5974524
0102100F02,85.012,15.5,0.24333334,13.6943189,100.5974901
0102100F02,85.017,15.505,0.216666684,13.6942933,100.5975276
0102100F02,85.022,15.51,0.224999994,13.6942679,100.5975648
0102100F02,85.027,15.515,0.236666664,13.6942426,100.5976017
0102100F02,85.032,15.52,0.209999993,13.6942174,100.5976388
0102100F02,85.037,15.525,0.204999998,13.6941926,100.5976757
0102100F02,85.042,15.53,0.204999998,13.6941679,100.597713
0102100F02,85.047,15.535,0.189999998,13.6941431,100.5977504
0102100F02,85.052,15.54,0.159999996,13.6941181,100.597788
0102100F02,85.057,15.545,0.13499999,13.6940929,100.597826
0102100F02,85.062,15.55,0.159999996,13.6940675,100.5978642
0102100F02,85.067,15.555,0.189999998,13.6940421,100.5979026
0102100F02,85.072,15.56,0.170000002,13.6940164,100.5979414
0102100F02,85.077,15.565,0.180000007,13.6939906,100.5979802
0102100F02,85.082,15.57,0.189999998,13.6939644,100.5980197
0102100F02,85.087,15.575,0.189999998,13.6939381,100.5980593
0102100F02,85.092,15.58,0.189999998,13.693913,100.5980973
0102100F02,85.097,15.585,0.200000003,13.6938875,100.5981358
0102100F02,85.102,15.59,0.209999993,13.6938619,100.5981745
0102100F02,85.107,15.595,0.200000003,13.6938361,100.598213
0102100F02,85.112,15.6,0.209999993,13.6938101,100.5982514
0102100F02,85.117,15.605,0.164999992,13.693784,100.5982899
0102100F02,85.122,15.61,0.189999998,13.693758,100.5983286
0102100F02,85.127,15.615,0.200000003,13.6937329,100.5983664
0102100F02,85.132,15.62,0.209999993,13.6937073,100.5984049
0102100F02,85.137,15.625,0.204999998,13.6936811,100.5984443
0102100F02,85.142,15.63,0.219999984,13.6936551,100.5984821
0102100F02,85.147,15.635,0.193333328,13.6936289,100.5985202
0102100F02,85.152,15.64,0.185000002,13.6936025,100.5985587
0102100F02,85.157,15.645,0.196666673,13.6935765,100.5985961
0102100F02,85.162,15.65,0.213333324,13.6935502,100.598634
0102100F02,85.167,15.655,0.185000002,13.6935237,100.5986723
0102100F02,85.172,15.66,0.194999993,13.6934974,100.5987103
0102100F02,85.177,15.665,0.200000003,13.693471,100.5987485
0102100F02,85.182,15.67,0.200000003,13.6934449,100.5987866
0102100F02,85.187,15.675,0.209999993,13.6934193,100.5988246
0102100F02,85.192,15.68,0.219999984,13.6933935,100.5988629
0102100F02,85.197,15.685,0.200000003,13.6933675,100.5989012
0102100F02,85.202,15.69,0.219999999,13.6933412,100.598939
0102100F02,85.207,15.695,0.233333334,13.6933148,100.5989771
0102100F02,85.212,15.7,0.223333344,13.6932893,100.5990151
0102100F02,85.217,15.705,0.194999993,13.6932642,100.5990535
0102100F02,85.222,15.71,0.203333333,13.6932395,100.5990916
0102100F02,85.227,15.715,0.219999984,13.6932136,100.5991292
0102100F02,85.232,15.72,0.219999999,13.6931872,100.599167
0102100F02,85.237,15.725,0.200000003,13.6931611,100.5992043
0102100F02,85.242,15.73,0.193333328,13.6931353,100.5992419
0102100F02,85.247,15.735,0.204999998,13.6918468,100.6006801
0102100F02,85.252,15.74,0.209999993,13.6931096,100.5992796
0102100F02,85.257,15.745,0.193333328,13.6930841,100.599317
0102100F02,85.262,15.75,0.194999993,13.6930575,100.5993533
0102100F02,85.267,15.755,0.200000003,13.6930308,100.5993889
0102100F02,85.272,15.76,0.196666658,13.6930043,100.5994242
0102100F02,85.277,15.765,0.170000002,13.6929778,100.5994596
0102100F02,85.282,15.77,0.189999998,13.6929513,100.5994949
0102100F02,85.287,15.775,0.180000007,13.692925,100.59953
0102100F02,85.292,15.78,0.176666677,13.6928986,100.5995652
0102100F02,85.297,15.785,0.180000007,13.6928723,100.5996003
0102100F02,85.302,15.79,0.159999996,13.6928458,100.5996356
0102100F02,85.307,15.795,0.153333336,13.6928192,100.5996711
0102100F02,85.312,15.8,0.180000007,13.6927925,100.5997066
0102100F02,85.317,15.805,0.185000002,13.6927657,100.5997425
0102100F02,85.322,15.81,0.180000007,13.6927388,100.5997783
0102100F02,85.327,15.815,0.185000002,13.6927118,100.5998143
0102100F02,85.332,15.82,0.194999993,13.6926844,100.5998508
0102100F02,85.337,15.825,0.203333333,13.692657,100.5998874
0102100F02,85.342,15.83,0.189999998,13.692629,100.5999247
0102100F02,85.347,15.835,0.170000002,13.6926008,100.5999622
0102100F02,85.352,15.84,0.189999998,13.6925725,100.6
0102100F02,85.357,15.845,0.216666654,13.6925438,100.6000382
0102100F02,85.362,15.85,0.209999993,13.6925151,100.6000765
0102100F02,85.367,15.855,0.209999993,13.6924865,100.6001146
0102100F02,85.372,15.86,0.193333328,13.6924578,100.6001529
0102100F02,85.377,15.865,0.189999998,13.6924293,100.600191
0102100F02,85.382,15.87,0.170000002,13.6923913,100.6002242
0102100F02,85.387,15.875,0.180000007,13.692353,100.6002567
0102100F02,85.392,15.88,0.185000002,13.6923153,100.6002887
0102100F02,85.397,15.885,0.189999998,13.6922811,100.6003208
0102100F02,85.402,15.89,0.193333328,13.6922472,100.6003526
0102100F02,85.407,15.895,0.193333328,13.6922136,100.6003842
0102100F02,85.412,15.9,0.209999993,13.69218,100.6004158
0102100F02,85.417,15.905,0.200000003,13.6921468,100.600447
0102100F02,85.422,15.91,0.196666673,13.6921137,100.6004782
0102100F02,85.427,15.915,0.189999998,13.6920809,100.600509
0102100F02,85.432,15.92,0.185000002,13.6920487,100.6005394
0102100F02,85.437,15.925,0.189999998,13.6920165,100.6005696
0102100F02,85.442,15.93,0.185000002,13.6919831,100.6006008
0102100F02,85.447,15.935,0.194999993,13.6919499,100.6006318
0102100F02,85.452,15.94,0.196666673,13.6919166,100.6006628
0102100F02,85.457,15.945,0.200000003,13.6918468,100.6006801
0102100F02,85.462,15.95,0.200000003,13.6918115,100.6007091
0102100F02,85.467,15.955,0.196666673,13.6917762,100.6007382
0102100F02,85.472,15.96,0.213333324,13.6917407,100.6007666
0102100F02,85.477,15.965,0.234999999,13.6917042,100.6007941
0102100F02,85.482,15.97,0.166666672,13.6916677,100.6008215
0102100F02,85.487,15.975,0.159999996,13.6916313,100.600849
0102100F02,85.492,15.98,0.180000007,13.6915949,100.6008764
0102100F02,85.497,15.985,0.155000001,13.6915577,100.6009026
0102100F02,85.502,15.99,0.173333347,13.6915202,100.6009288
0102100F02,85.507,15.995,0.200000003,13.6914829,100.6009549
0102100F02,85.512,16,0.200000003,13.6914456,100.6009809
0102100F02,85.517,16.005,0.193333328,13.6914079,100.6010066
0102100F02,85.522,16.01,0.200000003,13.6913699,100.6010316
0102100F02,85.527,16.015,0.150000006,13.691332,100.6010565
0102100F02,85.532,16.02,0.193333328,13.6912939,100.6010815
0102100F02,85.537,16.025,0.183333337,13.6912558,100.6011065
0102100F02,85.542,16.03,0.175000012,13.6912167,100.6011301
0102100F02,85.547,16.035,0.200000003,13.6911779,100.6011534
0102100F02,85.552,16.04,0.196666658,13.6911388,100.6011769
0102100F02,85.557,16.045,0.204999998,13.6910997,100.6012004
0102100F02,85.562,16.05,0.234999999,13.6910603,100.6012231
0102100F02,85.567,16.055,0.233333334,13.6910207,100.6012449
0102100F02,85.572,16.06,0.219999999,13.690981,100.6012668
0102100F02,85.577,16.065,0.219999999,13.6909412,100.6012887
0102100F02,85.582,16.07,0.193333328,13.6909012,100.6013105
0102100F02,85.587,16.075,0.185000002,13.6908607,100.6013307
0102100F02,85.592,16.08,0.185000002,13.6908198,100.6013512
0102100F02,85.597,16.085,0.173333332,13.6907791,100.6013716
0102100F02,85.602,16.09,0.153333336,13.6907384,100.6013919
0102100F02,85.607,16.095,0.164999992,13.6906974,100.6014111
0102100F02,85.612,16.1,0.173333332,13.69065536,100.601433
0102100F02,85.617,16.105,0.170000002,13.69061406,100.6014518
0102100F02,85.622,16.11,0.164999992,13.69057316,100.6014705
0102100F02,85.627,16.115,0.175000012,13.69053186,100.6014889
0102100F02,85.632,16.12,0.180000007,13.69049026,100.6015062
0102100F02,85.637,16.125,0.189999998,13.69044876,100.6015235
0102100F02,85.642,16.13,0.189999998,13.69040736,100.6015407
0102100F02,85.647,16.135,0.189999998,13.69036576,100.601558
0102100F02,85.652,16.14,0.219999999,13.69032306,100.6015741
0102100F02,85.657,16.145,0.180000007,13.69027986,100.6015899
0102100F02,85.662,16.15,0.189999998,13.69023706,100.6016056
0102100F02,85.667,16.155,0.193333328,13.69019376,100.6016215
0102100F02,85.672,16.16,0.209999993,13.69015066,100.6016365
0102100F02,85.677,16.165,0.193333328,13.69010756,100.6016503
0102100F02,85.682,16.17,0.213333324,13.69006446,100.6016641
0102100F02,85.687,16.175,0.215000004,13.69002136,100.601678
0102100F02,85.692,16.18,0.209999993,13.68997796,100.6016918
0102100F02,85.697,16.185,0.216666654,13.68993456,100.6017038
0102100F02,85.702,16.19,0.194999993,13.68989086,100.6017159
0102100F02,85.707,16.195,0.209999993,13.68984706,100.601728
0102100F02,85.712,16.2,0.203333333,13.68980336,100.60174
0102100F02,85.717,16.205,0.209999993,13.68975946,100.6017512
0102100F02,85.722,16.21,0.209999993,13.68971566,100.6017619
0102100F02,85.727,16.215,0.206666663,13.68967156,100.6017726
0102100F02,85.732,16.22,0.216666654,13.68962746,100.6017834
0102100F02,85.737,16.225,0.194999993,13.68958366,100.6017938
0102100F02,85.742,16.23,0.180000007,13.68953926,100.6018039
0102100F02,85.747,16.235,0.186666667,13.68949486,100.601814
0102100F02,85.752,16.24,0.189999998,13.68945066,100.601824
0102100F02,85.757,16.245,0.210000008,13.68940636,100.601834
0102100F02,85.762,16.25,0.216666654,13.68936226,100.6018435
0102100F02,85.767,16.255,0.194999993,13.68931786,100.6018528
0102100F02,85.772,16.26,0.209999993,13.68927232,100.6018635
0102100F02,85.777,16.265,0.186666667,13.68922812,100.6018728
0102100F02,85.782,16.27,0.209999993,13.68918362,100.6018817
0102100F02,85.787,16.275,0.200000003,13.68913942,100.6018899
0102100F02,85.792,16.28,0.203333333,13.68909522,100.6018981
0102100F02,85.797,16.285,0.216666654,13.68905102,100.6019063
0102100F02,85.802,16.29,0.200000003,13.68900672,100.6019145
0102100F02,85.807,16.295,0.173333332,13.68896172,100.6019226
0102100F02,85.812,16.3,0.189999998,13.68891722,100.6019306
0102100F02,85.817,16.305,0.224999994,13.68887232,100.6019387
0102100F02,85.822,16.31,0.185000002,13.68882752,100.6019468
0102100F02,85.827,16.315,0.203333333,13.68878292,100.601955
0102100F02,85.832,16.32,0.209999993,13.68873832,100.6019633
0102100F02,85.837,16.325,0.210000008,13.68869362,100.6019716
0102100F02,85.842,16.33,0.200000003,13.68864892,100.6019799
0102100F02,85.847,16.335,0.209999993,13.68860452,100.601988
0102100F02,85.852,16.34,0.209999993,13.68856022,100.6019961
0102100F02,85.857,16.345,0.203333333,13.68851562,100.6020042
0102100F02,85.862,16.35,0.206666663,13.68847112,100.6020122
0102100F02,85.867,16.355,0.194999993,13.68842702,100.6020202
0102100F02,85.872,16.36,0.196666658,13.68838031,100.6020272
0102100F02,85.877,16.365,0.180000007,13.68833601,100.6020352
0102100F02,85.882,16.37,0.164999992,13.68829141,100.6020433
0102100F02,85.887,16.375,0.150000006,13.68824721,100.6020513
0102100F02,85.892,16.38,0.166666672,13.68820281,100.6020594
0102100F02,85.897,16.385,0.170000002,13.68815811,100.6020675
0102100F02,85.902,16.39,0.159999996,13.68811371,100.6020756
0102100F02,85.907,16.395,0.183333337,13.68806931,100.6020836
0102100F02,85.912,16.4,0.189999998,13.68802471,100.6020917
0102100F02,85.917,16.405,0.200000003,13.68798001,100.6020997
0102100F02,85.922,16.41,0.173333332,13.68793521,100.6021078
0102100F02,85.927,16.415,0.176666677,13.68789071,100.6021159
0102100F02,85.932,16.42,0.175000012,13.68784571,100.602124
0102100F02,85.937,16.425,0.159999996,13.68780121,100.6021333
0102100F02,85.942,16.43,0.180000007,13.68775691,100.6021424
0102100F02,85.947,16.435,0.164999992,13.68771221,100.6021517
0102100F02,85.952,16.44,0.170000002,13.68766781,100.6021609
0102100F02,85.957,16.445,0.150000006,13.68762321,100.6021691
0102100F02,85.962,16.45,0.175000012,13.68757901,100.6021769
0102100F02,85.967,16.455,0.180000007,13.68753461,100.6021848
0102100F02,85.972,16.46,0.170000002,13.68749001,100.6021926
0102100F02,85.977,16.465,0.164999992,13.68744747,100.6022041
0102100F02,85.982,16.47,0.175000012,13.68740297,100.6022122
0102100F02,85.987,16.475,0.143333331,13.68735837,100.6022203
0102100F02,85.992,16.48,0.146666676,13.68731397,100.6022283
0102100F02,85.997,16.485,0.175000012,13.68726947,100.6022364
0102100F02,86.002,16.49,0.166666672,13.68722497,100.6022447
0102100F02,86.007,16.495,0.149999991,13.68718047,100.6022529
0102100F02,86.012,16.5,0.145000011,13.68713587,100.6022612
0102100F02,86.017,16.505,0.150000006,13.68709167,100.6022694
0102100F02,86.022,16.51,0.170000002,13.68704717,100.6022777
0102100F02,86.027,16.515,0.175000012,13.68700277,100.6022859
0102100F02,86.032,16.52,0.114999995,13.68695827,100.6022941
0102100F02,86.037,16.525,0.129999995,13.68691417,100.6023023
0102100F02,86.042,16.53,0.150000006,13.68686997,100.6023104
0102100F02,86.047,16.535,0.13499999,13.68682507,100.6023185
0102100F02,86.052,16.54,0.156666651,13.68678027,100.6023264
